"annual_kwh";"sq_meters";"epc_label";"building_era";"income_euro";"occupancy_count";"dist_to_brussels";"roof_color";"pet_ownership"
"2000";4410.62;151.66;"C";"Pre-1970";56098.95;3;92.02;"Other";"1"
"2001";4058.19;117.49;"D";"1970-2000";48508.94;1;64.42;"Other";"0"
"2002";5407.08;128.23;"E";"Pre-1970";47760.6;3;79.06;"Other";"0"
"2003";4371.58;143.69;"B";"Post-2000";45990.81;2;21.02;"Red";"0"
"2004";2737.12;134.56;"C";"1970-2000";30595.82;1;23.31;"Other";"1"
"2005";3910.13;134.55;"C";"1970-2000";33565.41;2;29.25;"Black";"0"
"2006";8504.14;207.09;"E";"Pre-1970";58206.96;4;36.88;"Black";"0"
"2007";3308.04;149.63;"D";"1970-2000";38495.66;1;113.44;"Black";"0"
"2008";3148.52;197.48;"A";"Post-2000";49061.97;1;46.17;"Other";"0"
"2009";5959.43;152.1;"A";"Post-2000";35299.64;5;73.16;"Other";"0"
"2010";6594.98;122.13;"D";"Pre-1970";22935.68;5;27.9;"Red";"0"
"2011";3702.3;193.13;"B";"Post-2000";71427.08;1;103.7;"Other";"0"
"2012";6288.93;102.5;"D";"1970-2000";NA;NA;117.9;"Red";"1"
"2013";3746.48;181.45;"B";"Post-2000";39375.84;1;24.9;"Black";"0"
"2014";4867.43;163.68;"A";"Post-2000";NA;NA;87.18;"Black";"0"
"2015";7002.74;264.84;"A";"Post-2000";114643.4;5;47.44;"Red";"1"
"2016";9469.34;166.89;"F";"Pre-1970";45037.72;5;36.42;"Red";"0"
"2017";5910.43;203.1;"D";"1970-2000";84025;2;100.51;"Black";"0"
"2018";6110.97;176.83;"B";"1970-2000";65230.91;5;20.2;"Black";"0"
"2019";3296.23;169.72;"C";"1970-2000";35294.82;2;82.23;"Other";"0"
"2020";3417.35;170.75;"E";"Pre-1970";59127.15;1;94.47;"Red";"0"
"2021";4117.97;147.32;"D";"1970-2000";47747.03;2;103.55;"Black";"1"
"2022";3878.99;206.14;"B";"Post-2000";64744.26;1;102.88;"Red";"0"
"2023";10506.65;171.2;"D";"1970-2000";59816.11;7;7.71;"Other";"0"
"2024";7786.11;144.29;"B";"Post-2000";37296.37;5;73.14;"Red";"1"
"2025";7714.79;145.62;"F";"Pre-1970";22644.99;4;22.56;"Other";"0"
"2026";9632.71;184.83;"D";"Pre-1970";53923.48;7;41.75;"Red";"0"
"2027";10162.34;165.97;"D";"1970-2000";49641.97;7;23.36;"Red";"0"
"2028";6304.58;150.77;"D";"1970-2000";34466.42;6;88.84;"Other";"1"
"2029";6197.46;186.89;"F";"Pre-1970";57785.89;2;71.12;"Red";"0"
"2030";7900.21;163.7;"A";"Post-2000";39934.64;7;25.18;"Other";"0"
"2031";7609.03;170.11;"E";"Pre-1970";90219.86;4;106.4;"Other";"0"
"2032";5377.77;173.66;"F";"Pre-1970";47457.33;2;97.77;"Black";"1"
"2033";5038.01;139.38;"B";"1970-2000";37072.97;3;75.03;"Red";"1"
"2034";3509.32;158.6;"D";"1970-2000";79266.68;1;100.54;"Black";"0"
"2035";5084.43;81.26;"B";"1970-2000";16139.64;7;47.1;"Other";"1"
"2036";6961.38;122.84;"A";"Post-2000";41083.13;7;107.17;"Black";"1"
"2037";4884.33;216.7;"E";"Pre-1970";64955.25;3;58.86;"Red";"1"
"2038";3724.85;174.64;"C";"1970-2000";45116.07;1;84.87;"Black";"0"
"2039";4634.95;148.53;"A";"Post-2000";44656.29;5;118.34;"Other";"0"
"2040";4487.47;190.44;"B";"Post-2000";59032.47;2;72.11;"Black";"1"
"2041";6819.64;128.35;"D";"Pre-1970";24799.89;4;88.28;"Other";"1"
"2042";5403.24;85.55;"A";"Post-2000";35806.63;7;85.5;"Red";"0"
"2043";8827.38;153.31;"E";"Pre-1970";36635.43;6;61.73;"Red";"0"
"2044";9588.74;150.72;"C";"1970-2000";37687.27;7;70.14;"Other";"0"
"2045";11841.66;196.17;"E";"Pre-1970";67372.69;7;70.72;"Red";"0"
"2046";5863.4;125.06;"A";"Post-2000";35081.76;6;16.41;"Other";"1"
"2047";5007.45;169.78;"D";"Pre-1970";40891.18;3;85.58;"Red";"0"
"2048";7102.15;130.25;"E";"Pre-1970";31032.14;5;54.17;"Red";"1"
"2049";3594.77;109.62;"B";"1970-2000";21205.64;2;60.77;"Other";"1"
"2050";6093.77;190.99;"B";"1970-2000";101104.42;3;24.92;"Black";"0"
"2051";4927.83;181.33;"A";"Post-2000";58577.37;4;109.14;"Other";"0"
"2052";4110.43;116.82;"B";"1970-2000";38986.26;4;79.88;"Red";"0"
"2053";10398.82;151.85;"D";"Pre-1970";54706.18;6;53.74;"Other";"0"
"2054";9798.06;203.36;"F";"Pre-1970";45282.31;5;38.13;"Other";"1"
"2055";4159.6;111.08;"A";"Post-2000";36903.11;5;85.78;"Other";"1"
"2056";10923.82;135.94;"F";"Pre-1970";29268.38;7;30.28;"Red";"1"
"2057";13821.56;162.59;"F";"Pre-1970";36281.03;7;110.78;"Black";"0"
"2058";2917.95;141.38;"A";"Post-2000";22940.27;1;67.44;"Black";"0"
"2059";3108.03;111.57;"A";"Post-2000";20812.47;3;64.24;"Red";"0"
"2060";3393.42;130.98;"B";"Post-2000";20984.49;1;7.33;"Black";"1"
"2061";4929.06;136.24;"A";"Post-2000";30418.65;4;48.25;"Black";"1"
"2062";4699.41;146.63;"C";"1970-2000";42045.7;4;16.05;"Other";"1"
"2063";5140.12;136.99;"C";"1970-2000";27763.3;3;87.72;"Red";"1"
"2064";3854.36;142.52;"A";"Post-2000";68553.75;3;30.15;"Red";"1"
"2065";8293.15;189.18;"A";"Post-2000";34034.19;7;75.56;"Red";"1"
"2066";3888.02;158.5;"D";"Pre-1970";31434.63;3;73.57;"Red";"1"
"2067";4947.37;181.17;"C";"Pre-1970";46932.59;1;58.16;"Other";"0"
"2068";3517.44;166.84;"A";"Post-2000";42830.06;1;50.99;"Other";"1"
"2069";4175.24;169.8;"C";"1970-2000";27188.48;2;112.33;"Other";"0"
"2070";6557.09;179.72;"A";"Post-2000";73915.83;6;60.65;"Red";"1"
"2071";7081.88;146.39;"B";"Post-2000";45265.59;6;86.88;"Black";"0"
"2072";8526.78;180.95;"D";"1970-2000";71912.5;5;107.2;"Red";"0"
"2073";5528.88;195.54;"D";"1970-2000";57230.6;3;73.04;"Red";"0"
"2074";9704.91;191.71;"C";"1970-2000";64520.97;6;62.8;"Black";"0"
"2075";6842.19;132.62;"C";"1970-2000";27042.91;7;99.94;"Other";"1"
"2076";5301.89;147.12;"E";"Pre-1970";32076.56;3;13.31;"Other";"0"
"2077";3682.03;170.45;"A";"Post-2000";38860.02;2;68.53;"Black";"0"
"2078";2288.23;94.24;"A";"Post-2000";22657.03;2;17.47;"Red";"0"
"2079";7297.45;135.7;"B";"1970-2000";54940.71;6;88.88;"Red";"0"
"2080";7226.27;130.8;"F";"Pre-1970";51383.61;5;94.63;"Red";"1"
"2081";11154.84;181.9;"E";"Pre-1970";44646.34;7;37.21;"Red";"1"
"2082";9459.83;182.52;"D";"Pre-1970";21834.59;6;99.56;"Red";"0"
"2083";5073.47;137.16;"C";"Pre-1970";35602.41;5;117.5;"Other";"0"
"2084";5880.73;149.14;"A";"Post-2000";57598.93;6;76.02;"Red";"0"
"2085";5404.37;161.61;"A";"Post-2000";33702.67;4;13.16;"Other";"0"
"2086";2803.34;113.72;"D";"1970-2000";42657.02;1;117.93;"Red";"1"
"2087";6833.35;141.25;"C";"1970-2000";46987.75;5;45.56;"Red";"1"
"2088";5818.35;232.52;"D";"1970-2000";74634.35;4;46.16;"Black";"1"
"2089";4885.58;130.71;"A";"Post-2000";44828.26;5;43.76;"Black";"0"
"2090";5928.22;131.5;"C";"1970-2000";37418.15;6;105.19;"Red";"1"
"2091";3232.94;126.9;"D";"Pre-1970";52685.8;1;58.92;"Black";"0"
"2092";5154;145.67;"C";"1970-2000";29145.33;4;117.3;"Red";"1"
"2093";3398.71;96.05;"A";"Post-2000";13423.23;5;12.36;"Other";"0"
"2094";5686.91;153.4;"D";"Pre-1970";43003.52;4;14.34;"Other";"0"
"2095";8013.75;167.71;"A";"Post-2000";30661.72;7;105.34;"Other";"1"
"2096";3720.49;182.12;"A";"Post-2000";31019.62;2;37.94;"Black";"0"
"2097";3674.73;221.59;"A";"Post-2000";83134.5;1;63.79;"Black";"0"
"2098";7497.28;173.34;"E";"Pre-1970";57139.97;4;16.28;"Red";"1"
"2099";9215.63;189.09;"A";"Post-2000";65818.44;7;75.42;"Other";"1"
"2100";9035.6;192.24;"A";"Post-2000";90474.1;7;95.28;"Other";"1"
"2101";3846.39;89.89;"B";"Post-2000";28094.2;4;23.88;"Black";"1"
"2102";4595.01;115.03;"C";"1970-2000";43651.84;6;69.74;"Other";"0"
"2103";6032.75;178.44;"E";"Pre-1970";70817.18;3;85.69;"Red";"0"
"2104";7607.54;167.78;"B";"1970-2000";51416.16;5;50.67;"Other";"1"
"2105";6478.07;125.32;"C";"1970-2000";35447.01;6;88.56;"Red";"0"
"2106";6084.88;171.67;"A";"Post-2000";43067.29;6;101.91;"Red";"1"
"2107";7857.43;150.83;"D";"Pre-1970";25623.68;7;14.86;"Red";"0"
"2108";8090.87;180.82;"A";"Post-2000";67379.46;7;62.25;"Black";"0"
"2109";4409.87;202.04;"A";"Post-2000";64226.22;2;42.76;"Black";"0"
"2110";8735.43;153.55;"E";"Pre-1970";32254.85;6;54.9;"Black";"0"
"2111";11219.22;235.92;"A";"Post-2000";85579.69;7;96.11;"Other";"0"
"2112";4004.17;245.9;"A";"Post-2000";79702.33;1;51.31;"Black";"1"
"2113";5018.47;98.68;"A";"Post-2000";22750;7;22.66;"Black";"0"
"2114";8010.39;234.37;"B";"Post-2000";96662.67;6;39.22;"Other";"0"
"2115";2747.45;136.33;"A";"Post-2000";39371.32;1;83.7;"Red";"1"
"2116";3677.91;212;"A";"Post-2000";82518.73;1;96.55;"Black";"0"
"2117";3526.49;120.88;"C";"1970-2000";20349.15;1;47;"Black";"0"
"2118";3640.9;112.94;"C";"Pre-1970";44456.28;2;23.07;"Red";"1"
"2119";4977.28;138.94;"B";"1970-2000";47041.22;4;59.39;"Black";"0"
"2120";5546.87;110.67;"E";"Pre-1970";37647.9;5;22.11;"Black";"1"
"2121";3536.88;134.63;"A";"Post-2000";54878.5;3;93.68;"Red";"0"
"2122";4571.7;80.2;"A";"Post-2000";29411.34;7;97.31;"Other";"1"
"2123";5795.08;142.77;"A";"Post-2000";38487.45;7;94.93;"Red";"0"
"2124";2766.41;97.99;"B";"Post-2000";27767.72;2;108.54;"Other";"1"
"2125";3171.14;149.68;"C";"1970-2000";47524.02;1;9.92;"Other";"1"
"2126";4981.3;147.83;"E";"Pre-1970";40613.57;2;109.01;"Red";"1"
"2127";7249.72;147.2;"B";"Post-2000";43079.18;6;75.6;"Red";"1"
"2128";5462.08;154.69;"A";"Post-2000";60894.86;7;80.17;"Black";"0"
"2129";2934.53;134.3;"B";"Post-2000";35521.46;1;78.79;"Black";"0"
"2130";7315.91;129.34;"A";"Post-2000";38561.04;7;57.17;"Black";"0"
"2131";8361.7;159.15;"F";"Pre-1970";43664.94;4;79.48;"Other";"1"
"2132";4505.45;109.1;"B";"1970-2000";39849.51;4;36.69;"Other";"1"
"2133";5891.3;210.71;"E";"Pre-1970";65623.81;3;32.45;"Other";"1"
"2134";4822;150.72;"A";"Post-2000";68735.16;4;47.24;"Red";"0"
"2135";8707.98;212.94;"C";"1970-2000";106533.13;5;57.78;"Black";"0"
"2136";5150.69;146.02;"B";"1970-2000";38324.42;6;110.84;"Black";"1"
"2137";9282.1;185.3;"D";"Pre-1970";95704.48;7;25.36;"Red";"1"
"2138";3676.95;149.29;"E";"Pre-1970";47965.19;1;101.45;"Black";"1"
"2139";3836.09;158.39;"C";"1970-2000";18139.83;2;98.17;"Red";"1"
"2140";3627.03;128.61;"F";"Pre-1970";23097.28;1;43.83;"Red";"0"
"2141";3802.98;139.86;"C";"1970-2000";25932.18;1;5.29;"Other";"1"
"2142";3018.56;156.29;"D";"1970-2000";26327.57;1;114.67;"Other";"0"
"2143";9760.67;171.03;"D";"Pre-1970";48961.8;7;117.53;"Red";"1"
"2144";5546.27;213.31;"C";"1970-2000";92647.66;3;114.84;"Other";"0"
"2145";3431.99;171.51;"A";"Post-2000";49905.75;3;6.99;"Other";"0"
"2146";3153.82;143.67;"C";"1970-2000";37677;1;61;"Black";"0"
"2147";4625.8;155.65;"F";"Pre-1970";31614.83;1;53.74;"Black";"1"
"2148";5384.26;187.38;"D";"1970-2000";84560.09;2;85.55;"Other";"0"
"2149";5221.19;126.26;"E";"Pre-1970";34368.5;3;23.35;"Other";"1"
"2150";3876.45;205.51;"C";"Pre-1970";63483.9;1;18.08;"Red";"1"
"2151";7607.64;199.66;"D";"1970-2000";25516.11;5;63.21;"Red";"1"
"2152";4468.4;145.81;"A";"Post-2000";34468.15;4;113.05;"Other";"0"
"2153";4934.57;147.25;"C";"1970-2000";23062.52;3;22.68;"Red";"0"
"2154";7398.85;139.37;"B";"Post-2000";34025.74;6;77.5;"Red";"0"
"2155";6917.4;143.02;"D";"1970-2000";74177.64;5;47.74;"Other";"1"
"2156";3330.82;117.96;"A";"Post-2000";37762.93;3;97.2;"Red";"1"
"2157";6623.66;188.93;"D";"1970-2000";59313.68;4;117.3;"Other";"1"
"2158";3546.88;114.59;"D";"Pre-1970";20130.13;2;26.82;"Black";"0"
"2159";7145.8;160.94;"C";"1970-2000";38210.46;5;63.39;"Black";"0"
"2160";8974.26;132.81;"C";"Pre-1970";43189.6;7;51.66;"Black";"0"
"2161";4521.09;181.54;"A";"Post-2000";32729.4;3;72.56;"Other";"1"
"2162";6241.48;191.33;"A";"Post-2000";56905.8;4;83.46;"Red";"0"
"2163";5212.86;138.09;"F";"Pre-1970";27175.47;3;57.69;"Red";"0"
"2164";4672.62;120.43;"A";"Post-2000";51392;6;27.74;"Black";"1"
"2165";4005.79;129.8;"F";"Pre-1970";49665.48;2;83.56;"Red";"0"
"2166";8915.15;200.85;"B";"Post-2000";60142.65;6;107.45;"Other";"0"
"2167";4436.67;188.08;"C";"1970-2000";71914.07;2;20.24;"Black";"1"
"2168";4150.03;175.38;"A";"Post-2000";68269.48;3;19.55;"Black";"0"
"2169";3857.67;178.81;"A";"Post-2000";76652.87;4;33.83;"Red";"0"
"2170";2633.29;147.62;"B";"Post-2000";50481.88;1;114.49;"Other";"0"
"2171";4131.5;97.69;"F";"Pre-1970";26849.23;2;15.44;"Red";"0"
"2172";7963.55;185.34;"B";"1970-2000";69372.41;6;86.19;"Other";"0"
"2173";8139.31;179.66;"D";"Pre-1970";95555.52;5;73.7;"Black";"1"
"2174";4006.74;171.57;"D";"1970-2000";53312.01;2;105.89;"Red";"0"
"2175";2883.63;139.36;"C";"1970-2000";32740.09;2;35.3;"Red";"1"
"2176";4959.75;185.69;"A";"Post-2000";49856.15;4;19.19;"Black";"0"
"2177";6352.52;152.03;"D";"1970-2000";35378.69;5;108.55;"Red";"1"
"2178";4117.89;125.64;"B";"Post-2000";48102.9;3;29.34;"Other";"0"
"2179";4447.62;177.1;"A";"Post-2000";49319.25;3;49.7;"Black";"1"
"2180";6007.79;94.63;"D";"Pre-1970";17947.26;6;65.86;"Black";"0"
"2181";9707.3;207.06;"F";"Pre-1970";94931.47;5;47.92;"Red";"0"
"2182";7694.58;147.44;"B";"Post-2000";58893.58;7;103.02;"Black";"0"
"2183";8744.56;172.12;"E";"Pre-1970";58310.51;5;39.09;"Other";"0"
"2184";3602.74;148.26;"B";"Post-2000";35475.19;2;21.54;"Other";"1"
"2185";6778.85;140.17;"C";"1970-2000";30155.5;7;94.43;"Black";"0"
"2186";4692.49;170.57;"F";"Pre-1970";72737.29;1;83.3;"Red";"0"
"2187";4187.3;129.25;"E";"Pre-1970";22811.04;2;79.68;"Black";"0"
"2188";10449.56;214.28;"D";"1970-2000";75232.46;7;63.89;"Black";"1"
"2189";4400.86;133.31;"B";"Post-2000";18652.08;5;57.51;"Other";"0"
"2190";5056.06;168.61;"E";"Pre-1970";54726.27;1;108.64;"Red";"0"
"2191";10288.34;178.65;"E";"Pre-1970";27607.6;6;27.03;"Red";"0"
"2192";3906.54;170.1;"C";"1970-2000";29516.19;2;42.84;"Black";"0"
"2193";4773.06;149.41;"C";"1970-2000";29996.84;4;27.73;"Other";"0"
"2194";4318.28;134.95;"D";"1970-2000";48879.62;2;23.48;"Other";"1"
"2195";4865.56;172.99;"E";"Pre-1970";81336.31;2;88.29;"Other";"1"
"2196";4721.36;207.38;"E";"Pre-1970";49356.75;2;30.1;"Red";"1"
"2197";3774.97;154.14;"B";"1970-2000";74791.12;2;92.89;"Black";"1"
"2198";6990.44;182.66;"C";"1970-2000";55255.81;4;106.63;"Red";"0"
"2199";6871.04;182.3;"D";"1970-2000";14593.27;4;119.98;"Red";"0"
"2200";9582.37;135.91;"D";"1970-2000";48637.16;7;8.05;"Red";"1"
"2201";7292.16;170.71;"B";"Post-2000";32471.21;6;50.59;"Black";"1"
"2202";5278.82;168.97;"D";"1970-2000";72870.45;4;55.7;"Other";"1"
"2203";7606.06;112.48;"E";"Pre-1970";25066.08;5;17.91;"Other";"1"
"2204";7101.83;129.11;"C";"1970-2000";31416.83;7;80.53;"Red";"1"
"2205";3141.75;153.08;"B";"Post-2000";41099.78;1;54.29;"Black";"1"
"2206";6141.81;168.93;"C";"1970-2000";68484.52;5;6.27;"Black";"0"
"2207";4572.7;123.72;"E";"Pre-1970";39501.01;3;34.44;"Other";"0"
"2208";5562.92;198.64;"C";"1970-2000";71357.03;2;52.21;"Black";"1"
"2209";7239.74;189.23;"F";"Pre-1970";62759.21;2;17.41;"Red";"1"
"2210";7410.98;177.72;"E";"Pre-1970";59497.93;3;87.09;"Other";"0"
"2211";8982.77;142.17;"E";"Pre-1970";15033.37;7;44.75;"Black";"1"
"2212";5327.93;128.06;"C";"Pre-1970";40161.06;5;100.34;"Black";"0"
"2213";9940.92;159.38;"C";"1970-2000";45836.83;7;26.71;"Black";"0"
"2214";8540.66;256.57;"C";"1970-2000";75011.75;6;18.56;"Other";"1"
"2215";5090.55;95.4;"B";"Post-2000";48053.74;7;11.87;"Black";"0"
"2216";8642.52;143.1;"D";"Pre-1970";52618.44;6;104.54;"Red";"0"
"2217";4508.04;202.29;"C";"1970-2000";63520.48;2;117.14;"Red";"0"
"2218";4241.93;176.85;"B";"Post-2000";53766.1;1;88.48;"Other";"0"
"2219";5980.16;135.19;"C";"1970-2000";29313.6;4;55.2;"Black";"0"
"2220";6178.88;85.02;"F";"Pre-1970";21187.94;5;101.39;"Red";"1"
"2221";6936.01;132.54;"D";"1970-2000";31484.36;5;40.5;"Black";"1"
"2222";2952.4;126.85;"C";"1970-2000";20142.89;1;106.5;"Black";"0"
"2223";4574.22;134.61;"C";"Pre-1970";23059.44;4;62.32;"Red";"1"
"2224";5935.02;145.57;"A";"Post-2000";46864.95;7;93.49;"Other";"1"
"2225";7477.51;165;"E";"Pre-1970";45960.04;5;74.25;"Black";"0"
"2226";6187.09;132.57;"C";"1970-2000";28035.1;6;60;"Black";"0"
"2227";4991.94;196.16;"B";"Post-2000";51204.95;3;81.98;"Other";"0"
"2228";3745.01;191.45;"A";"Post-2000";32331;2;30.09;"Red";"1"
"2229";4318.64;169.87;"E";"Pre-1970";65155.68;1;62.68;"Other";"0"
"2230";2270.11;111.11;"A";"Post-2000";27877.51;1;116.32;"Other";"0"
"2231";7131.91;196.88;"D";"Pre-1970";55806.24;4;102.77;"Red";"0"
"2232";7296.69;125.6;"E";"Pre-1970";29391.6;6;25.81;"Black";"0"
"2233";3996.3;135.67;"D";"Pre-1970";39927.55;1;46.54;"Other";"0"
"2234";4095.01;98.88;"A";"Post-2000";22235.39;4;50.74;"Red";"1"
"2235";2955.05;132.36;"D";"Pre-1970";30274.59;1;87.84;"Red";"0"
"2236";8518.96;206.73;"A";"Post-2000";93689.09;7;55.06;"Red";"1"
"2237";3030.86;108.41;"C";"1970-2000";35377.4;1;23.31;"Red";"0"
"2238";7588.59;177.95;"E";"Pre-1970";28450.94;5;64.46;"Red";"0"
"2239";9216.64;117.29;"D";"Pre-1970";38787.08;7;17.65;"Black";"0"
"2240";8377.46;203.76;"B";"1970-2000";77254.4;7;32.85;"Red";"1"
"2241";3502.76;159.26;"C";"Pre-1970";57106.06;1;64.32;"Other";"1"
"2242";6249.78;143.65;"D";"1970-2000";41684.91;4;8.29;"Red";"1"
"2243";4947.41;228.7;"E";"Pre-1970";119123.99;2;109.15;"Red";"0"
"2244";5152.88;112.53;"A";"Post-2000";45764.9;6;47.59;"Black";"0"
"2245";4698.81;208.66;"A";"Post-2000";61599;2;89.24;"Black";"1"
"2246";6283.56;149.06;"C";"1970-2000";26789.85;6;77.7;"Black";"0"
"2247";7329.17;211.88;"C";"1970-2000";68265.46;6;107.53;"Black";"0"
"2248";4721.54;159.01;"D";"Pre-1970";45135.49;3;100.4;"Other";"0"
"2249";4687.52;115.16;"C";"Pre-1970";43963.2;5;11.84;"Black";"0"
"2250";4319.98;192.48;"D";"Pre-1970";86841.09;1;20.63;"Red";"1"
"2251";4657.44;171.92;"A";"Post-2000";53086.9;3;28.15;"Other";"1"
"2252";7658.28;121.87;"F";"Pre-1970";72501.69;6;20.12;"Other";"0"
"2253";4926.04;135.86;"C";"Pre-1970";53480.98;5;113.07;"Red";"1"
"2254";3427.15;137.6;"B";"1970-2000";32832.82;2;63.3;"Red";"1"
"2255";3774.7;104.08;"C";"1970-2000";23435.71;4;76.97;"Red";"1"
"2256";5751.27;141.67;"A";"Post-2000";50003.26;6;59.53;"Red";"1"
"2257";5672.14;137.63;"C";"Pre-1970";32721.06;5;75.95;"Black";"0"
"2258";6007.44;132.17;"B";"Post-2000";50759.53;5;110.93;"Red";"0"
"2259";7293.56;139.34;"B";"Post-2000";51067.7;7;55.44;"Black";"0"
"2260";11870.6;167.38;"D";"1970-2000";27217.89;7;99.59;"Red";"0"
"2261";5335.13;134.87;"F";"Pre-1970";37808.76;4;57.32;"Red";"0"
"2262";6597.88;181.15;"A";"Post-2000";29175.23;6;42.96;"Black";"0"
"2263";10333.29;226.37;"D";"Pre-1970";105572.37;7;56.57;"Black";"0"
"2264";4516.48;238.47;"B";"Post-2000";68447.93;3;116.73;"Other";"0"
"2265";4999.53;139.22;"B";"1970-2000";39973.36;4;84.75;"Red";"0"
"2266";8860.82;163.65;"E";"Pre-1970";81689.99;5;110.02;"Other";"0"
"2267";6746.63;179.26;"C";"1970-2000";62474.76;3;53.79;"Red";"0"
"2268";4572.48;152.06;"B";"1970-2000";41394.09;4;113.33;"Red";"1"
"2269";6913.09;155.73;"A";"Post-2000";38538.64;5;75.93;"Other";"1"
"2270";5443.11;138.66;"C";"1970-2000";30281.4;5;29.72;"Other";"0"
"2271";3883.77;142.33;"A";"Post-2000";53941.4;4;62.19;"Red";"0"
"2272";3908.01;148.68;"A";"Post-2000";38857.66;2;26.44;"Other";"1"
"2273";6269.45;117.01;"D";"Pre-1970";49880.19;6;116.86;"Black";"0"
"2274";10553.14;169.8;"E";"Pre-1970";73269.99;7;98.47;"Black";"1"
"2275";12237.42;232.5;"C";"1970-2000";73630.88;7;10.07;"Black";"1"
"2276";3767.63;152.56;"A";"Post-2000";48350.21;2;108.04;"Other";"0"
"2277";3504.71;147.98;"A";"Post-2000";44456.22;2;114.58;"Red";"0"
"2278";11218.49;226.4;"F";"Pre-1970";86871.74;6;5.47;"Red";"0"
"2279";7350.1;208.94;"A";"Post-2000";33141.43;5;106.33;"Black";"1"
"2280";6008.22;136.02;"D";"Pre-1970";18331.19;5;48.08;"Other";"1"
"2281";4977.01;131.66;"E";"Pre-1970";34335.39;2;92.48;"Other";"1"
"2282";3808.93;147.34;"B";"Post-2000";22427.67;3;52.63;"Red";"1"
"2283";8986.58;132.19;"D";"1970-2000";36060.66;7;27.1;"Black";"1"
"2284";7050.2;156.02;"D";"Pre-1970";47084.85;5;110.26;"Red";"1"
"2285";4061.36;123.87;"E";"Pre-1970";76700.71;2;85.95;"Red";"1"
"2286";4942.37;133.76;"D";"1970-2000";48455.14;3;31.74;"Red";"1"
"2287";5946.63;170.82;"E";"Pre-1970";52763.29;2;104.98;"Other";"1"
"2288";7078.15;154.75;"D";"1970-2000";73544.35;4;36.01;"Other";"0"
"2289";4131.12;124.1;"A";"Post-2000";32275.66;4;91.41;"Black";"1"
"2290";4724.11;174.28;"C";"1970-2000";72234.01;2;15.65;"Other";"0"
"2291";4186.54;145.07;"A";"Post-2000";45765.8;4;36.97;"Black";"0"
"2292";6129.27;141.61;"A";"Post-2000";56355.18;5;85.07;"Other";"1"
"2293";2772.75;136.98;"A";"Post-2000";44076.16;1;9.66;"Black";"1"
"2294";9107.46;161.28;"C";"1970-2000";32083.17;7;19;"Other";"0"
"2295";5910.98;164.79;"B";"1970-2000";65709.6;5;107.35;"Red";"0"
"2296";7315.51;205.14;"A";"Post-2000";37799.06;5;39.72;"Red";"1"
"2297";6256.34;134.46;"C";"1970-2000";52291.4;6;46.8;"Black";"1"
"2298";5660.81;155.18;"A";"Post-2000";43621.53;5;98.95;"Other";"0"
"2299";5553.18;152.26;"B";"Post-2000";29936.73;4;13.99;"Red";"0"
"2300";2511.23;140.85;"B";"Post-2000";15776.36;1;66.47;"Black";"1"
"2301";4581.58;139.2;"C";"Pre-1970";35919.95;3;61.92;"Black";"0"
"2302";3440.5;197.62;"C";"1970-2000";48367.77;1;29.86;"Other";"0"
"2303";5650.37;145.98;"E";"Pre-1970";38695.19;3;38.55;"Other";"0"
"2304";5160;112.61;"E";"Pre-1970";30258.12;4;34;"Other";"0"
"2305";4405.77;139.77;"C";"1970-2000";22002.39;1;98.28;"Red";"0"
"2306";7823.08;163.16;"B";"1970-2000";44889.67;6;61.87;"Other";"0"
"2307";7123.44;96.36;"B";"1970-2000";45812.19;7;59.73;"Other";"0"
"2308";8107.56;184.4;"E";"Pre-1970";80033.85;5;68.87;"Other";"0"
"2309";5231.5;146.68;"F";"Pre-1970";46978.65;3;103.05;"Red";"0"
"2310";9042.39;206.64;"B";"Post-2000";85900.2;6;69.56;"Other";"0"
"2311";6221.84;180.45;"E";"Pre-1970";44834.76;3;100.26;"Red";"1"
"2312";2944.93;96.62;"B";"Post-2000";35946.85;1;88.47;"Black";"0"
"2313";6754.4;160;"A";"Post-2000";51147.25;5;107.74;"Black";"0"
"2314";2059.11;68.23;"C";"1970-2000";43161.97;1;15.32;"Other";"1"
"2315";5306.37;139.48;NA;"Post-2000";42598.47;4;11.28;"Red";"0"
"2316";6422.89;133.2;"C";"1970-2000";24268.55;5;93.5;"Black";"0"
"2317";3826.55;133.01;"C";"Pre-1970";37879.63;2;31.31;"Red";"0"
"2318";3833.1;134.24;"A";"Post-2000";22031.51;4;80.15;"Red";"1"
"2319";6203.75;169.22;"F";"Pre-1970";36220.89;3;65.69;"Other";"0"
"2320";8240.62;187.54;"E";"Pre-1970";67024.72;3;108.25;"Black";"1"
"2321";4136.59;99.27;"D";"1970-2000";8487.91;3;120;"Black";"0"
"2322";4105.33;128.45;"F";"Pre-1970";32032.69;2;115.43;"Other";"0"
"2323";4182.58;133.09;"A";"Post-2000";38082.77;4;44.38;"Black";"0"
"2324";5155.73;135.86;"E";"Pre-1970";25611.59;2;51.29;"Red";"0"
"2325";5945.17;118.03;"C";"1970-2000";23858.53;5;106;"Red";"1"
"2326";10701.27;252.81;"B";"1970-2000";99782.55;6;22.14;"Black";"0"
"2327";3598.6;133.88;"A";"Post-2000";61240.42;2;95.11;"Other";"0"
"2328";7278.48;122.46;"B";"Post-2000";26753.71;7;86.98;"Other";"0"
"2329";8309.87;156.02;"C";"1970-2000";48571.58;6;82.33;"Red";"0"
